2024-10-26 09:54:26,SA-42/TEMPERATURE,24.24
2024-10-26 09:54:26,SA-42/LINE_LEVEL,19508.0
2024-10-26 09:54:26,SA-42/LINE_STATUS,1.0
2024-10-26 09:54:26,SA-42/LED_LEVEL,4.0
2024-10-26 09:54:29,SA-42/TEMPERATURE,26.58
2024-10-26 09:54:29,SA-42/LINE_LEVEL,18756.0
2024-10-26 09:54:32,SA-42/LINE_LEVEL,19140.0
2024-10-26 09:54:35,SA-42/LINE_LEVEL,19732.0
2024-10-26 09:54:38,SA-42/LINE_LEVEL,19444.0
2024-10-26 09:54:41,SA-42/LINE_LEVEL,18772.0
2024-10-26 10:13:55,SA-42/TEMPERATURE,23.77
2024-10-26 10:13:55,SA-42/LINE_LEVEL,18996.0
2024-10-26 10:13:55,SA-42/LINE_STATUS,1.0
2024-10-26 10:13:55,SA-42/LED_LEVEL,3.0
2024-10-26 10:13:57,SA-42/TEMPERATURE,26.58
2024-10-26 10:13:58,SA-42/LINE_LEVEL,17972.0
2024-10-26 10:14:01,SA-42/LINE_LEVEL,17668.0
2024-10-26 10:14:04,SA-42/TEMPERATURE,27.04
2024-10-26 10:14:04,SA-42/LINE_LEVEL,18628.0
2024-10-26 10:14:06,SA-42/TEMPERATURE,26.58
2024-10-26 10:14:06,SA-42/LINE_LEVEL,18692.0
2024-10-26 10:18:09,SA-41/LED_LEVEL,10.0
2024-10-26 10:18:10,SA-41/TEMPERATURE,31.73
2024-10-26 10:18:10,SA-41/LINE_LEVEL,1.0
2024-10-26 10:18:24,SA-41/LED_LEVEL,7.0
2024-10-26 10:18:25,SA-41/LED_LEVEL,6.0
2024-10-26 10:18:25,SA-41/LED_LEVEL,5.0
2024-10-26 10:18:26,SA-41/LED_LEVEL,3.0
2024-10-26 10:18:27,SA-41/LED_LEVEL,4.0
2024-10-26 10:18:27,SA-41/LED_LEVEL,6.0
2024-10-26 10:18:27,SA-41/LED_LEVEL,8.0
2024-10-26 10:18:28,SA-41/LED_LEVEL,7.0
2024-10-26 10:18:28,SA-41/LED_LEVEL,5.0
2024-10-26 10:18:29,SA-41/LED_LEVEL,4.0
2024-10-26 10:18:30,SA-41/LED_LEVEL,7.0
2024-10-26 10:18:30,SA-41/LED_LEVEL,8.0
2024-10-26 10:18:34,SA-41/TEMPERATURE,32.19
2024-10-26 15:23:53,SA-01/LED_LEVEL,9.0
2024-10-26 15:23:54,SA-01/TEMPERATURE,26.11
2024-10-26 15:23:54,SA-01/LINE_LEVEL,1.0
2024-10-26 15:23:55,SA-01/TEMPERATURE,33.6
2024-10-26 15:23:58,SA-01/TEMPERATURE,26.11
2024-10-26 15:23:59,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:01,SA-01/LED_LEVEL,8.0
2024-10-26 15:24:01,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:01,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:02,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:03,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:04,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:05,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:06,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:07,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:09,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:09,SA-01/TEMPERATURE,33.13
2024-10-26 15:24:10,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:11,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:11,SA-01/LED_LEVEL,9.0
2024-10-26 15:24:14,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:14,SA-01/LED_LEVEL,10.0
2024-10-26 15:24:15,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:18,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:18,SA-01/LED_LEVEL,8.0
2024-10-26 15:24:18,SA-01/LED_LEVEL,7.0
2024-10-26 15:24:18,SA-01/LED_LEVEL,6.0
2024-10-26 15:24:18,SA-01/TEMPERATURE,26.58
2024-10-26 15:24:20,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:20,SA-01/TEMPERATURE,26.58
2024-10-26 15:24:21,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:22,SA-01/TEMPERATURE,26.58
2024-10-26 15:24:23,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:24,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:25,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:26,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:27,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:28,SA-01/TEMPERATURE,26.58
2024-10-26 15:24:29,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:31,SA-01/TEMPERATURE,26.11
2024-10-26 15:24:31,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:32,SA-01/TEMPERATURE,26.58
2024-10-26 15:24:33,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:34,SA-01/TEMPERATURE,26.58
2024-10-26 15:24:35,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:36,SA-01/TEMPERATURE,26.58
2024-10-26 15:24:37,SA-01/TEMPERATURE,33.6
2024-10-26 15:24:38,SA-01/TEMPERATURE,26.58
2024-10-26 15:24:39,SA-01/TEMPERATURE,33.6
